identifier;N  A2 Gal1;N  A2 Gal2;N  A2 Gal3;N  A2 Gal4;N  A2 homo1;N  A2 homo2;N  A2 homo3;N  A2 homo4;N  A2 sin1;N  A2 sin2 ;N  A2 sin3;N  A2 sin4;N  B16 Gal1;N  B16 Gal2;N  B16 Gal3;N  B16 Gal4;N  B16 homo1;N  B16 homo2;N  B16 homo3;N  B16 homo4;N  B16 sin1;N  B16 sin2;N  B16 sin3;N  B16 sin4;R  A2 Gal1;R  A2 Gal2;R  A2 Gal3;R  A2 Gal4;R  A2 homo1;R  A2 homo2;R  A2 homo3;R  A2 homo4;R  A2 sin1;R  A2 sin2 ;R  A2 sin3;R  A2 sin4;R  B16 Gal1;R  B16 Gal2;R  B16 Gal3;R  B16 Gal4 (1);R  B16 homo1;R  B16 homo2;R  B16 homo3;R  B16 homo4 (3);R  B16 sin1;R  B16 sin2;R  B16 sin3;R  B16 sin4 (3);RS  A2 Gal1;RS  A2 Gal2;RS  A2 Gal3;RS  A2 Gal4 (3);RS  A2 homo1;RS  A2 homo2;RS  A2 homo3 (2);RS  A2 homo4 (2);RS  B16 Gal1;RS  B16 Gal2;RS  B16 Gal3;RS  B16 Gal4 (1);RS  B16 homo1;RS  B16 homo2;RS  B16 homo3;RS  B16 homo4 (3);S  A2 sin1;S  A2 sin2;S  A2 sin3;S  A2 sin4 (2);S  B16 sin1;S  B16 sin2;S  B16 sin3;S  B16 sin4 (2);SS  A2 Gal1;SS  A2 Gal2;SS  A2 Gal3;SS  A2 Gal4 (3);SS  A2 homo1;SS  A2 homo2;SS  A2 homo3 (1);SS  A2 homo4 (2);SS  B16 Gal1;SS  B16 Gal2;SS  B16 Gal3;SS  B16 Gal4 (3);SS  B16 homo1;SS  B16 homo2;SS  B16 homo3 (1);SS  B16 homo4 (2)
5.65_331.05;56035,5;50409,71794;69408,88;76968,07147;49694,32;64855,1117;79435,26179;60012,87409;57770,21;40856,89;87731,05;43508,14729;50695,7907;64788,74;63938,16989;58417,57;275154,47;106515,13;147264,77;153734,8307;129786,22;73763,02;114274,0513;109707,66;199,0853408;19,90853408;19,90853408;19,90853408;25,569;25,569;19,90853408;25,569;648,2789893;25,569;25,569;25,569;25,569;25,569;298,99;25,569;19,90853408;562,1003027;25,569;19,9638052;25,569;25,569;25,569;25,569;1994,357198;1311,29;2441,76;1927,83;1470,45;1754,36;1882,53;1762,06;5736,12;1667,967492;2435,29;5245,99;1422,78;1901,7;3282,755239;3099,14;7405,64;10207,31425;9066,795312;8381,5092;7503,69;14827,22;5714,06;13237,05;3902,8;5066,03;2541,31;3049,659778;16674,41128;8326,42;11253,25;7537,064695;4183,505989;4586,554384;4467,530919;4254,85;5545,541673;5103,682625;8368,288233;4534,46
9.63_651.37;27,992;27,992;27,992;27,992;27,992;27,992;27,992;27,992;10721,36;27,992;313,93;27,992;1453,94;279,92;27,992;27,992;27128,22;1453,13;361,57;315,67;27,992;518,84;27,992;27,992;83914,95;20926,04;12045,61;45696,56;3896,42;42861,38;6030,09;4851,53;8837,1;18251,12;34752,4;15936,73;449344,34;195813,89;121941,19;486791,1;137261,86;174617,08;197739,3;182580,34;75064,79;8733,07;20582,77;12483,17;967505,4;1016051,44;607967,1;644033;589070,5;661746,75;473841,7;415971,22;299265,78;394116,6;405817,2;333199,4;484630,78;453674,3;905124,4;984492,7;963241,56;62636,37;271812,97;50404;4477,47;745244,9;135653,2;640602,06;53025,16;3124,63;225905,39;174365,53;396088,2;44318,84;352601,62;35345,88;39348,86;12939,01;11279,91;13534,34;854,59;30610,87;64205,58;972,78
9.66_649.36;25,501;19,85558792;25,501;19,85558792;25,501;19,85558792;19,91071205;19,85558792;879,03;25,501;25,501;19,85558792;19,85558792;25,501;19,85558792;25,501;539,66;25,501;25,501;19,85558792;25,501;25,501;19,85558792;25,501;3259,155268;436,2451983;464,4000965;1846,146886;25,501;1775,77;19,85558792;25,501;587,1573214;979,04;1183,35;637,66;14531,48;6186,38;5541,04;17460,82;3040,090539;4267,268241;8085,83;4609,586326;3560,96;317,12;833,12;572,09;37231,8552;38685,73;26489,56;20865,3;24511,69;27842,48;20617,36;18837,22;13026,8;14322,09929;17175,86;13162,73;16739,1;16516;29451,98565;37568,54;37274,77;1236,66439;7543,365449;1383,374106;25,501;26858,99;3923,68;23663,87;308,06;25,501;4358,22;3880,384999;10042,26483;2063,78;11634,99;1143,56694;199,1071205;19,85558792;19,91071205;25,501;19,85558792;822,5886426;2080,137761;25,501
3.31_107.05;28286,8;25078,79;32346,96;28832,41;38112,29;24855,92;26165,03;26213,26;26715,66;32737,31;43181,06;31949,93;21529,98;22744,93;31285,38;30850,56;23403,8;32398,93;19966,39;21277,38;45727,27;39700,46;18564,71;18512,38;30252,76;18109,58;20744,95;21529,66;22421,28;25626,44;19301,41;20665,24;30142,7;45660,24;44515,48;44616,67;25530,51;24686,81;21287,69;21750,47;25047,88;20752,71;14010,24;13133,46;30897,18;36325,68;31856,62;29990,92;30770,01;34971,74;50506,85;47637,84;34492,68;28578,99;32075,95;32025,19;31543,85;31567,9;40963,16;29651,3;45765,97;73378,74;35190,26;33107,59;40640;90426,67;100272,64;87082,09;37108,04;81468,86;75939,96;82251,73;85840,86;70789,48;68806,81;68061,54;69274,88;61172,66;70085,73;57215,83;55511,65;30288,26;71235,43;79067,66;38017,39;80887,32;51750,56;41103,77
0.91_223.05;278079,6;644006,3901;420944,66;471715,1845;491232,1;326589,0564;412047,6925;331504,461;459605,12;535170,8;471497,25;549943,3745;549152,6859;242273,88;361802,4639;277136,22;440790,3;346636,6;315425,1;374154,8805;209378,28;494288,38;597664,7512;422919,16;1073967,347;745421,1743;876095,485;957526,7541;572746,1;696361,5;857283,6371;633304,5;877259,2883;864923,25;810570,8;867341;916744,4;979659,56;983159,4;926710,25;1474276,119;1587781,883;915733,25;1310273,436;874891,2;817467,6;674175,06;713813,2;996761,9595;773598,8;776211,3;780933,44;692600,6;571952,75;623220,75;640948,8;940189,25;1219153,498;970241,75;935775;905236;796991,44;1683211,469;1226791,5;656662,1;974683,1897;1076493,99;919824,3399;858642,5;645600,06;695656,8;716024,56;942756,75;1542119,2;1457835,1;1976355,349;1669680,019;939113,6;1143788,2;1252087,177;1970820,853;1797002,73;1802417,579;1211014,2;1464331,273;1652014,97;1961945,585;1067596,1
2.37_205.04;71178,07;91183,53097;95727,84;92850,66533;66209,93;82392,98155;102780,5775;78878,9061;73797,95;85866,25;77724,82;79605,24953;92839,15733;76051,97;96702,23361;91467,31;58539,41;72049,09;70300,96;72875,99527;41273,04;64486,55;46453,46421;49680,68;36890,89751;25702,68911;42964,5849;43426,92944;15982,98;30215,92;19341,83111;18382,19;25844,95077;29222,72;24444,6;25028,04;72158,73;39538,74;49988,48;57962,1;44431,38814;55445,21563;51009,25;55816,90672;24371,88;28931,68;15095,35;16535,67;27302,70644;24455,56;28042,1;25813,1;16288,27;18615,15;20656,78;21443,32;44415,16;23109,99361;29390,84;47540,46;24238,34;17710,93;45128,79805;37827,67;38111,15;64578,37738;64996,36882;51715,03539;40406,09;42595,14;23778,52;43591,73;48263,21;69811,39;66737,7;85357,47587;41359,43896;48706,52;32895,27;48973,31981;141838,3113;51967,97009;87274,14527;80470,04;44151,55991;37076,27136;60497,65067;37948,47
5.70_495.21;795,57;1064,498082;28,271;22,01236525;28,271;22,01236525;22,07347713;22,01236525;1843,02;3598,23;995,32;3364,845143;22,01236525;2362,29;22,01236525;779,53;9465,5;5954,3;7344,27;7607,280644;2285;12179,29;6492,320201;28,271;3687,34175;3502,193706;1067,86172;1814,130033;2119,84;3598,48;1185,145247;1603,63;3075,463244;1799,77;3369,27;2915,96;13991,05;8435,77;8902,31;11862,92;6899,258144;4829,985361;8537,84;7648,052649;4317,89;5130,31;4548,22;3724,52;34816,23345;49527,09;49578,36;47905,82;44517,06;25985,75;26111,32;27240,98;70356,66;70396,20745;75247,85;74220,36;60837,99;40983,5;59848,33611;58436,19;33080,61;28592,76941;34343,47588;32107,89731;31932,56;58680,85;29292,18;60579,98;114408,73;202350,45;289761,84;305069,8769;36364,43541;34758,51;35167,32;35206,25198;216628,0552;199554,4827;147722,8047;170899,23;54802,9877;43535,53136;51079,76714;55743,54
3.08_121.07;20517,68;18169,2;18409,19;16232,45;15374,42;13384,02;16390,3;13821,74;20488,51;24716,99;23009,28;19475,27;21690,29;17745,27;17369,4;22467,47;29252,9;20781,29;16342,49;13845,56;22738,06;28355,07;22395,05;29494,48;10425,24;9384,19;10153,04;8486;8983,52;26815,41;9470,44;9872,74;6329,36;10088,46;10634,92;11695,87;14130,83;24920,94;14011,35;13871,94;15444,5;17448,51;11762,08;11189,17;6950,68;10717,55;12591,16;12687,21;107051,48;90290,93;37562,68;42244,94;236986,72;234245,28;238834,3;186886,3;105876,21;93045,68;263374,62;131347,61;30068,67;201416,36;63292,19;82415,42;164257,81;101710,87;142220,33;73507,4;82046,84;98028,44;170511,9;103384,79;228512,3;131053,9;58487,4;42536,08;282412,94;304932,88;294402,78;256717,3;146480,75;110796,21;196675,14;155114,16;91312,07;215231,73;225249,73;142567,64
8.48_303.23;332795,75;286507,78;164735,88;134403,72;77047,09;69096,46;80898,78;93065,88;52281,57;59461,67;42687,61;51049,31;325787,53;475752,78;290741,25;313966,47;17311,78;118717,22;29170,08;23104,62;13188,48;13367,89;3633,15;69298,15;5315,45;5142,12;5499,53;7425,13;5004,74;7508,99;5993,75;6096,16;4328,05;5180,66;8603,19;5787,74;15460,31;10260,26;7206,23;14827,77;9561,33;7969,44;14485,21;15624,92;12811,7;6559,02;5193,15;6591,49;33088,36;38672,19;26835,87;29571,17;21394,51;40188,09;20569,84;24139;18505,96;18389,47;22788,78;19747,14;20949,09;19217,47;20340,73;21239,22;42529,68;10747,23;27090,76;9577,12;14477,17;55945,67;20336,82;53342,59;67019,85;94479,84;89113,78;79831,6;26433,52;11106,44;28819,01;8616,64;114772,61;62993,86;79373,38;81569,48;15418,96;11702,33;21383,9;15950,25
0.88_165.04;221578,23;505195,1114;280149,6;384746,7127;315432,22;403767,1373;455257,1701;408817,0951;257242,22;357150,72;270169,72;547481,5728;485937,4257;225248,44;344109,8044;242689;179158,97;325284,34;283984,16;430594,286;235014,72;338329,7;440738,8088;282742,47;40003,13498;34831,93043;35112,81759;35209,09395;46767,05;49647,81;75199,55299;49875,37;53120,24979;54872,04;41104,26;50880,6;19742,1;25514,26;25904,75;17038,16;37034,00008;42880,00336;17693,79;24550,98309;43680,31;37944,41;44684,15;44410,85;107502,7593;69853,36;58424,79;53407,39;69448,5;67395,12;66852,6;60396,14;82894;77197,87337;71553,15;83319,56;63202,54;66927,1;133056,296;85851,27;144200,11;298528,4632;319786,9136;280442,1738;106182,31;158366,89;135898,12;153284,78;99319,21;88387,41;51138,51;71350,05585;144282,5638;150366,45;84751,7;223104,6769;142376,0122;120936,0951;132302,4927;86878,34;201563,1665;209367,3602;222772,4398;135388,1
3.21_147.05;3674152;3336850;4468629;4034755,5;2091644,6;1622441,4;2044731,2;1624713,6;1400214,2;754865,56;1783381,9;471939,9;3399939,2;3492747,5;4013492,8;5628936;4022073,5;4035381,8;1597137,1;3527765,2;3896441;2202683;2267923,2;2904597;43256,18;33735,14;22029,1;21428,33;19263,59;34713,11;17108,24;17357,74;38155,15;24651,16;23222,19;30611,99;102377,4;94626,62;126112,52;119758,41;96526,09;203974,61;101790,97;100956,02;17244,42;27761,67;141625,33;139264,67;491474,78;548761,1;736344,9;656363,1;841732;658886,6;664535,94;549150;891030,6;925962,4;1215991,6;1119053,9;1069356,5;1117412,6;586442,6;748908,1;1057630,5;675491,2;717653,6;530620,2;447336,1;251308,52;842605,56;753964,5;3012469,2;2356190,5;1904786,9;1382575,8;1070962,4;1036523,25;1082101,1;881071,94;2280061,8;1772755,2;2205768;1895113,5;1263750,5;1371164;850999,25;1778671,6
3.72_337.10;272811,5;271505,1271;239731,16;261065,8032;87592,04;103846,5157;83897,78009;103484,0836;116977,74;54837,71;98943,68;66169,11855;254239,6185;239777,98;235293,194;214020,6;238449,38;268209,16;258003,98;298018,3518;305567,7;260673,22;98186,63366;336048,34;13146,67901;13449,45317;6978,179064;7980,971513;4731,02;9843,85;4791,962119;5106,16;11276,31704;22586,67;19261,88;22543,94;25973;17806,05;28863,48;24438,73;21021,40004;30878,96826;21308,84;23271,31325;9083,01;22000,58;46245,98;44983,82;83853,48575;48727,25;103059,2;98638,27;66006,08;62077,65;57333,33;56070,45;168161,31;131331,7774;153208,6;183975,3;109486,78;89213,4;116318,5516;98998,03;146979,23;64177,7271;100999,927;77102,00968;106136,88;102219,63;76672,56;98137,84;264561,25;260361,78;274192,7;298853,3984;56305,92587;67503,5;63239,73;76509,72904;349785,1368;248815,0666;218551,2687;278150,34;113920,3009;130275,6572;120900,0917;96450,41
3.52_191.05;147923,84;116626,8696;138678,14;165451,9401;160389,23;199047,8425;165219,7304;195806,1595;131945,75;123896,78;174896,25;130388,3469;149446,4567;157736;205747,2367;208369,1;156682,17;158332,78;173590,39;179126,8816;179100,75;84278,44;88255,09453;78165,06;5917,138055;4478,022546;4041,029872;6018,864755;6228,07;7727,31;4991,709287;6681,57;8177,113671;10848,42;6433,38;12066,07;5589,63;8545,76;7300,6;4741,72;5139,467999;10840,15337;4580,57;3735,51692;2455,8;4883,41;5211,85;5471,14;17811,66378;17039,24;15720,28;15437,54;15016,93;17741,62;14076,83;15946,02;13469,85;12253,7109;20405,36;18430,71;12450,93;16455,43;15681,62426;15648,53;28526,91;23210,87295;24065,60239;38694,43832;12361,63;33888,12;25004,6;36147,42;36680,73;41925,68;25062,92;26787,2678;20028,87554;37022,07;27957,69;37848,88817;25799,41386;36460,54647;29638,10327;42444,79;33907,25692;36388,78885;25679,61082;26591,53
4.28_540.24;801475,06;472203,25;615830,1;561873,06;769234,56;695006,6;684141,7;722567,44;550037,6;521742,3;616815,3;486553,53;455916,84;714284;646257,06;728026,94;458216,2;543345,4;541341,44;510790,4;638786,6;416986,9;406479,28;450121,7;36021,36;26158,69;35265,27;30656,01;24936,16;27699,06;23486,78;22186,46;18581,81;43801,84;41326,87;47609,45;100238,55;69513,52;35058,78;104688,02;65161,23;49381,43;69220,27;58580,33;15344,96;34656,09;50943,85;50899,45;199178,78;146046,83;151149,4;160665,22;433387,12;304269,03;275996,75;271157,9;317925,25;156456,83;431303,5;319366,4;154355,64;274882,53;98372,7;112373,3;435359,88;450132,88;482010,56;426598,03;293190,47;280344,84;270118,28;274298,4;547997,9;335589,25;192012,33;160606,36;709642,44;619425,6;816397,25;557736,7;329985,25;305607,38;542828,75;531327,2;286171,72;557090,06;512319,16;355806,38
4.31_567.21;262899,56;67386,84904;198021,52;147568,7134;290688,6;214621,3009;141751,1605;28136,99774;229248,1;192911,11;207483,27;246925,3871;185639,0566;234243,7;169581,0786;243992,95;157138,62;211994,86;161409,84;87133,1888;218655,66;172260,55;161260,4809;161531,84;20794,18316;9397,491471;12064,63083;12029,14133;9153,97;11416,85;8932,935651;8214,01;11903,22291;18974,88;17796,39;14299,76;50350,82;31182,66;16167,14;43538,61;32421,61109;22232,36619;35224,96;30167,67621;5963,3;13980,14;18380,8;18806,67;6260,758622;60429,92;45392,23;61407,78;159875,19;141288,08;116668,79;92529,23;51805,87;31102,18504;133099,42;35957,11;26441,25;69816,82;51645,00631;51125,17;10309,47;28,40327371;28,40327371;28,32463737;112994,51;41523,3;32829,56;38663,41;229818,67;36,378;23723,53;28,32463737;40245,88822;161691,3;244576,73;83779,76601;28,40327371;8719,204468;78291,55726;153494,22;10352,62459;106194,125;161972,5522;77565,98
4.87_211.17;139162,42;261107,05;147995,61;137247,05;153008,8;107927,07;129734,13;115183,7;205447,16;270034,1;110602,34;226360,06;280483,72;130308,85;132451,14;171601,69;210577,44;239064,64;233711,62;201967,17;254609,47;345108,94;271721,4;323507,44;4144,14;5962,5;4743,33;3800,29;3192,17;5314,84;3314,56;2948,57;1969,28;2382,64;2593,27;2594,89;3679,8;4164,6;2978,31;3906,15;4324,36;3506,05;4358,38;4126,75;1680,57;1896,82;2005,85;2185,81;15695,46;20999,43;25527,51;25882,81;21332,49;18345,81;16008,83;16838,95;24888,58;20808,01;23215,28;26992,27;31759,93;20112,61;27088,93;29678,84;27871,49;24714,21;25080,48;20988,27;22626,99;22991,4;21878,63;22760,35;26557,91;16561,31;17466,26;12999,05;27492,12;17580;27263,83;15465,07;14127,82;10636,19;25950,55;24094,41;17030,9;16764,92;23208,87;23651,42
3.96_427.18;429779,2;344062,56;403135,28;360901,53;392467,88;349283,1;354779,03;355063,8;287477,62;291030,34;312984;248316,56;334714,53;435077,7;361233,97;409463,16;239901,58;332180,44;337707,06;299545,78;266294,88;261596,2;245362,72;268670,97;2141,16;20618,81;103,278;4127,08;103,278;6067,8;3991,39;1632,28;1032,78;8456,92;7728,21;9713,2;89600,1;89325,98;62230,86;84373,48;90238,59;76378,73;66096,7;59716,83;47147,94;69885,84;70149,3;70909,32;115218,12;112511,05;144319,81;142000,05;148731,34;125836,51;116273,59;118177,69;119242,09;102778;125000,7;119362,06;134524,34;107762,92;71624,48;76798,73;160274,9;162857,1;165950,9;150483,25;93025,37;133316,3;112328,05;135793,94;154795,95;125997,78;136775,81;116058,53;127327,77;131760,64;129240,6;110448,33;115070,43;116801,22;138329,94;144700,5;121872,26;108857,41;102265,98;150282,95
2.57_659.19;55835,66;48181,02727;57390,29;51300,6772;68764,59;60470,92064;63264,50931;58947,69082;42246,18;53591,34;62863,62;52843,62168;38072,87378;63111,1;65859,4536;69881,16;43299,79;54990,39;45562,23;44579,50501;48488,11;44042,2;15933,36767;16281,36;8108,906561;5225,848099;1670,412358;2650,134298;3231,69;13109,38;956,4723469;3288,91;2648,211106;2817,26;5702,12;9753,47;1578,24;4048,85;2689,31;2839,29;557,9668587;1704,539967;12060,41;9856,641805;1036,08;2422,05;4197,27;7395,53;104449,4478;137843,84;174143,55;155790,45;106708,6;97933,48;97270,81;91120,62;193007,94;120935,9705;148694,84;199451,52;184440,97;134708,33;117918,0784;95768,74;75829,43;97384,45522;107522,9045;97115,28372;62594,07;171522,33;128824,09;168881,98;149604,1;164962,03;162313,23;165608,5595;100289,6655;72010,88;99498,38;69449,67808;167519,6632;174516,4236;195547,8182;220887,56;89338,69995;112838,1281;106807,6308;86300,55
5.99_237.19;230311;334758,9;425685,53;445999,53;3740,61;3009,15;3764,3;3404,51;6043,81;7027,07;3876,47;6505,45;774867,3;426604,78;458823,22;587332,3;4293,74;3789,07;2903,5;3007,52;3471,09;6713,71;5606,27;6902,15;1981,09;2285,17;2412,67;2303,02;975,23;2582,69;1530,76;1597,38;1485,91;1954,86;2401,68;1721,56;3673,02;2526,78;2206,46;3490,51;2615,69;2495,84;3513,99;3179,07;1663,61;1262,73;1607,52;1503,89;3423,63;4032,56;5634,23;4046,03;3868,96;2790,03;2271,23;2995,27;2542,86;2269,07;3766,5;2603,81;4011,75;2989,56;4296,76;5400,65;5661,37;2810,19;4843,23;3168,04;3349,91;5799,96;2461,23;5130,82;124722,7;83628,77;166043,27;142217,88;3982,64;1759,68;3346,75;1940,62;170779,97;67223,9;55437,69;167966,38;928,14;1745,25;1939,01;1199,73
9.41_583.42;71577,56;57212,27;66995,34;47258,01;116115,3;62424,04;91712,46;72385,98;122058,62;98260,86;123914,74;72537,39;49263,89;67261,85;43329,71;54695,38;114444,45;102420,2;91727,61;51272,46;100922,6;127913,79;65885,57;80282,08;4378,23;7494;5458,7;5174,88;3942,31;5440,74;6167,96;7119,99;2081,01;4191,47;4723,71;4243,76;13703,18;15243,17;37049,14;17795,48;16543,67;16518,22;13756,01;15726,36;7429,29;11567,72;3950,36;11288,17;25315,28;34900,19;43089,39;49457,57;25123,82;24676,1;23294,68;19854,89;30078,04;11604,26;19989,45;28935,62;22310,58;27881,53;24090,56;24880,76;20835,14;29406,81;36487,89;28515,4;98475,12;29896,17;27274,67;28225,87;4946,18;4437,21;5825,48;4611,13;30418,03;18664,38;28154,01;15976,68;3145,08;3157,84;3328,76;2701,71;10245,45;31224,65;22259,98;11639,86
3.09_147.05;35482,45;38886,7263;40598,54;46002,93133;34824,45;31029,46972;29837,24162;33816,43869;25942,7;34903,87;42985,71;41989,48797;39408,53405;29054,53;47104,88103;42249,64;35668,53;35286,84;21659,57;30421,18065;70316,49;36308,43;16121,65356;13794,11;41437,1116;37432,3187;41702,01369;41494,13772;31908,75;27910,11;34572,2996;32530,15;27640,79102;50559,74;39773,26;48298,98;60516,79;67131,83;56323,82;54170,74;71646,60105;53818,63671;45900,68;48422,17867;53527,92;80132,89;59007,12;53549,2;19541,83522;23205,58;45841,18;44660,07;24354,41;22012,74;22193,31;21913,96;31237,31;26826,44796;37969,57;29352,62;44149,73;38334,8;39795,53932;37946,44;19273,47;49529,06154;49728,37947;50444,01615;17994,1;51690,61;50462,55;50162,9;50870,95;28329,95;36610,12;42403,30112;46115,10953;27889,94;39407,18;32997,24483;33160,58392;18930,95335;39227,65529;37275,44;32253,37467;54688,2814;53414,8718;28533,38
5.94_297.11;2253,03;1573,61;2269,19;1467,94;1991,76;1957,95;2086,58;2017,42;1969,83;2214,64;2433,56;1834,07;1635,24;2434,97;2001,7;2645,25;2560,83;1921,41;1927,12;1493,64;1724,95;1631,87;1702,73;1922,37;208728,75;101898,74;138931,88;73214,28;162881,94;187378,28;169784,05;245750,4;259684,56;480585,3;470022,7;539802,56;71395,85;43871,05;79568,42;62068,73;85147,27;70990,28;26559,96;24257,42;295758,94;312744,38;303173;291466,53;60958,23;38666,8;53019,71;54455,99;55510,93;47068,45;72170,35;73562,77;58672,49;7263,49;91817,04;54433,57;11643,44;92160,8;7411,99;8262,46;122423,37;725595,5;782013,6;582901,1;39215,51;73048,5;161913,72;75394,66;533021,75;343040;315883,12;194400,34;256586,62;355606,25;338221,28;288995,66;284886,12;13822,34;554707,25;669523,06;33047,38;144033,27;249830,5;48144,9
1.05_146.12;1163,24;1301,63;986,48;952,99;3027,63;9187,53;9708,93;8863,23;2614,94;1132,31;2558,95;1075,12;17414,13;2780,24;2851,96;3510,59;7106,46;2089,7;3515,73;3402,49;7,105;198,83;4154,21;4494,23;11775,1;24764,24;7,105;7,105;7,105;3569,66;7,105;7,105;838,74;7,105;7,105;7,105;12179,55;11888;7,105;14175,61;7,105;7,105;12303,02;11154,11;2804,67;7,105;6144,84;7,105;1186,69;674,24;878,53;524,37;1906,95;3816,25;3571,39;2645,36;2966,33;1241,12;7,105;2334,55;1496,47;1100,57;1100,91;878,75;1964,87;929,02;2362,88;806,75;2187,88;6743,14;171,63;7,105;784,57;526,13;7,105;7,105;2166,35;7992,41;451,26;7480,55;5488,85;1237,18;488,64;456,26;2005,8;1004,96;4992,21;2356,38
2.45_127.04;93214,49;81495,2;62329,76;60019,38;107690,38;89433,16;96439,06;92790,03;174571,58;183622,58;82886,18;179624,34;88451,12;73836,9;73241,38;77254,66;68311,16;107176,05;86579,09;85067,45;73556,92;179404,9;133446,47;136608,78;27463,77;22161,41;26978,3;24672,39;25970,26;30229,06;24258,62;26362,69;16603,86;27707,78;25751,04;25454,03;25040,8;20721,99;20016,23;22150,91;21095,31;17669,27;20883,1;19410,54;17457,17;12275,06;19078,32;17711,79;118815,57;82689,8;112432,16;115108,81;70918,45;115951,37;113749,12;110025,01;164762,02;70245,96;100003,81;161134,67;115485,74;99610,59;76341,98;79894,94;161576,38;128928,29;140094;119757,03;291337,2;115927,91;80408,66;120543,65;57285,89;57482,59;51852,03;46182,07;59129,45;59305,61;58079,82;54921,52;54819,5;52131,21;54960,9;61555,49;55543,36;66301,17;61238,71;64649,48
9.07_599.41;78115,02;69795,15;84059,57;63681,53;122974,66;97611,25;114794,44;108126,24;210184,61;113907,78;110154,38;115400,3;64759,27;63709,94;37481,04;55353,63;224417,72;242393,86;132115,3;64357,24;131918,52;221527,45;332944;407358,44;22264,82;26136,49;16044,03;14871,04;9565,78;25790,28;24865,19;25430,34;4414,27;10041,56;12399,15;11309,1;27108,89;20599,06;34325,23;21137,18;25382,69;17987,9;23615,2;23570,18;11820,97;14608,21;13979,45;14803,33;30668,98;57786,32;50218,81;49261,9;33247,62;38265,62;38576,95;33968,66;49942,55;29584,32;46890,68;49702,51;27465,47;32951,68;33449,62;33828,84;46662,32;53999,75;53434,6;46215,17;39786,08;61765,5;41381,29;54826;13426,1;25531,79;19882,38;13687,07;32553,87;30639,85;42637,61;26089,13;27168,06;14215,49;23949,94;14650,81;19475,35;41688,79;40224,38;23032
2.33_137.03;99642,51;95767,11881;107902,04;94066,10668;131496,52;97580,17434;124371,5004;99831,49949;112162,83;131076,22;124107,8;106071,1342;92768,27177;88225,05;98954,87462;109263,12;97434,14;114311,58;91180;84417,80615;102538,79;169859,38;71413,30315;70463,16;747378,0799;655412,0047;662668,3224;638005,1455;605345,3;680075,3;597752,3149;607938,9;572992,4333;880628,25;802279,5;824081;698058,8;712353,4;725919,9;613399,1;776199,5547;820146,7537;680897,94;726202,9532;488277,84;770894,94;700639,06;702027,8;405018,8623;557591,6;858580,94;788619,75;479488,62;595562,6;596915,44;579758,75;402489,34;357029,6169;461138,72;403551,9;721083,25;745051,4;477603,6226;453688,38;498587,2;860784,0946;902361,8088;745281,7235;346469,47;671615,06;748389,3;670795,2;520931,2;512972,3;457644,06;488571,4192;744243,4278;414247,75;643021,9;376375,0375;410239,9176;249165,7882;454119,6103;428513,78;298822,9621;595681,8865;479047,4487;308065,53
3.08_103.06;18335,27;11132,84;14145,57;13076,33;12632,63;17102,65;18896,47;22359,77;21096,2;21450,1;22735,96;16614,09;13131,71;19099,52;23698,94;23000,51;35760,98;26229,25;21895,51;22202,28;20675,78;13985,81;42343,12;39549,47;11185,51;7207,93;4606,2;4851,88;7533;73298,05;8406,65;7616,37;5507,3;6293,7;6956;6102,66;5131,73;30798,46;13625,04;4990,44;8843,98;17870,13;4913,45;4647,48;1868,71;2358,95;12620,31;11982,88;398085,28;218858,1;69140,48;66872,28;696222,9;694978,6;730250,44;663262,5;347491,12;375404,62;786656,4;363594,84;37010,92;539969,94;206852,81;194964,72;427017,25;241740,02;358710,78;242860,52;275452,53;234621,31;442660,4;240957,3;585499,6;350324,16;109311,29;110974,84;776507,3;1163043,5;819619,3;1150832;364741,34;438350,75;498823,72;546274,3;366453,78;924412,6;995435;383456,9
